-0.692982, 0.149433, 2.36915
1.13443, 1.33335, -0.928971
1.66327, 0.103066, 2.10008
-1.08133, -2.45038, -2.63313
1.82059, -0.91168, -0.172383
2.20558, 0.428469, -1.5239
0.938217, -2.05671, 2.67867
-0.33309, -1.5661, -2.86029
-0.673323, -1.72037, -2.70775
1.84323, -2.28781, -0.145887
-0.521554, -1.33218, -0.718097
-0.140651, -2.01688, 2.03511
3.85177, -2.86129, 2.49968
2.97577, -1.41116, 2.6696
4.50145, -2.74356, -2.97698
1.58311, -1.5028, 0.588221
2.40456, -1.48918, 1.17825
2.97322, -1.96852, -2.82099
2.93949, -1.34057, 1.26981
0.713339, -1.73322, -1.98601
1.50871, -2.19546, 1.59482
0.71969, -1.80026, -0.77495
2.73342, -3.07199, -2.32299
2.30408, -1.05792, 0.169454
0.809109, -1.31924, -2.99885
1.43006, -0.500459, 0.762646
1.83783, -1.60582, -2.88274
4.80596, -4.0367, -2.14861
3.67705, -3.80637, 0.812683
1.86485, 0.848857, -1.45998
3.3842, -2.73859, -1.25643
3.32369, 1.13853, -1.90358
3.6143, 0.696417, -0.888256
1.12763, -1.42893, -0.111762
1.20857, 0.302823, -1.34659
2.1344, -0.456476, 0.136524
1.83728, -1.56643, 0.592579
3.04084, -1.01179, 2.44214
2.61434, -0.940995, -2.31597
1.26679, 0.896906, 0.985731
2.32479, 1.12537, 1.47908
0.656414, -0.192738, 1.92512
2.92588, 0.912075, 0.503626
-0.482452, 0.584537, 0.515965
2.40918, 0.729382, 0.984705
3.40331, 0.624042, 1.64468
2.95959, -1.6498, -1.97245
2.62707, -2.34746, 1.84009
3.53445, -1.66258, 0.409167
2.78951, -2.02937, -2.04024
-1.37182, 1.10466, -2.20593
1.25483, 0.077327, 3.1333
2.36668, 0.085746, -0.511404
-0.843055, 0.896184, -0.060249
0.990133, 0.747325, -0.550747
2.61571, 0.440521, 1.95068
4.39584, 1.74292, 0.825433
6.027, 2.35384, 1.68614
1.87263, 1.25584, -1.82578
3.41527, 1.8369, 0.254842
4.07056, 2.03148, 0.086257
2.45534, 0.426887, 2.53212
3.43538, 0.755208, 2.96393
3.14165, 1.09811, -2.94652
2.56137, 1.2744, -2.10472
5.80342, 2.12154, -1.91401
6.40087, 2.07916, -1.24822
6.79058, 2.14566, 2.55387
6.59936, 2.33424, -1.15834
7.23868, 2.98188, 0.708772
7.57638, 1.9612, -2.50959
6.16626, 2.59102, 1.79369
2.95801, 1.81508, -0.029707
3.47309, 1.56651, 1.71626
7.23801, 2.05163, 0.364372
7.73726, 2.16344, 1.26363
6.3431, 2.83258, -1.40516
3.53689, 1.94372, 1.28002
7.64658, 3.43773, 0.085433
6.85421, 3.3301, 0.626411
5.02564, 2.39365, 0.665228
6.69774, 2.72075, -2.31783
7.25714, 2.97702, -1.37626
4.22087, 2.63586, 1.49979
7.22756, 2.42479, -1.04923
6.05894, 2.15242, 2.01082
5.58498, 2.62377, -1.35234
5.23473, 2.5887, 2.0328
7.21912, 3.5806, 1.59891
7.49796, 2.67351, -2.36017
7.65047, 2.65083, -2.57275
7.26457, 1.7188, -2.27145
6.33083, 3.00277, -3.05614
7.84494, 0.616694, -1.02752
7.18885, 3.08069, -0.448467
7.54095, 2.70222, -0.775339
7.26535, 3.94754, -0.876382
7.37377, 2.76206, 2.06013
6.72554, 3.21258, 0.251186
7.3717, 2.35469, -1.73048
7.7414, 2.61464, -1.30199
6.63054, 1.55913, 1.23692
6.72026, 3.30833, -1.61566
6.63204, 2.13674, 1.48728
8.27695, -0.168557, -1.52774
5.84642, 2.32425, -0.771757
7.96801, 0.480249, -2.04974
7.36445, 0.624473, 0.508353
7.24446, 0.908913, -1.7085
